	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12	Sample13	Sample14	Sample15	Sample16	Sample17	Sample18	Sample19	Sample20
EG10273	0.507772305	0.802305179	0.483324766	0.426669789	0.335718578	0.667330106	0.26256759	0.011362618	0.169484063	0.408749341	0.820570844	0.674599125	0.613172687	0.953543121	0.709961375	0.904463656	0.053900603	0.012826393	0.831013259	0.67869509
EG10274	0.442055099	0.756231396	0.500507327	0.523157349	0.245947546	0.485870768	0.256127828	0.004889116	0.16486333	0.4540605	0.817138632	0.552793548	0.421477545	0.924876779	0.584357616	0.872452169	0.015257322	0.024588966	0.746929718	0.546044756
EG10278	0.043747841	0.055374652	0.432828847	0.028235578	0.173074111	0.093784063	0.215707035	0.264967322	0.179303404	0.116462857	0.10289824	0.176112446	0.216005722	0.016489031	0.026104666	0.079560177	0.477657703	0.736009316	0.123737649	0.044289342
EG10279	0.010115058	0.038305035	0.282291757	0.03360657	0.107091793	0.039138023	0.103928829	0.218565404	0.152399052	0.056364352	0.06118814	0.198875532	0.343779663	0.020342671	0.030404391	0.107023504	0.574099513	0.805838171	0.130732055	0.070254597
EG10280	0.03477174	0.081833993	0.126044282	0.03192732	0.090302505	0.113558947	0.075933813	0.175743597	0.474718699	0.284934497	0.157930126	0.093818322	0.135330033	0.068328907	0.117587176	0.102833904	0.306816067	0.546402598	0.089761658	0.182483985
EG10281	0.977661932	0.964719473	0.767069514	0.812901376	0.559857666	0.625625685	0.543894742	0.034788197	0.294262626	0.835782204	0.624772075	0.988034394	0.499660996	0.999598499	0.942037995	0.941003366	0.077480318	0.009881825	0.545655846	0.598656338
EG10285	0.240795916	0.832397957	0.1754875	0.667864273	0.174193246	0.720891751	0.162970881	0.865582726	0.058325935	0.739501016	0.97828648	0.078430186	0.823446194	0.007137106	0.270403408	0.193783352	0.986282304	0.99876462	0.808940933	0.765643839
EG10286	0.543179481	0.629915552	0.662165169	0.620866187	0.498755403	0.633252237	0.523722336	0.515946556	0.673650964	0.620620766	0.71850397	0.715806282	0.744788959	0.671778846	0.719011592	0.733041881	0.692159136	0.760854984	0.785551969	0.695437265
EG10287	0.562239246	0.60527338	0.585991145	0.49351477	0.546127815	0.593698488	0.488211895	0.57838354	0.622013216	0.537478457	0.637529399	0.731073984	0.751187321	0.687836276	0.740615782	0.736860189	0.71553462	0.725257147	0.767882312	0.688189714
EG10288	0.554834152	0.55795719	0.643249308	0.442719592	0.569606697	0.583345989	0.519577563	0.527963907	0.724419807	0.588023044	0.765838527	0.828889223	0.797622427	0.720724004	0.728660816	0.761987384	0.730717703	0.807959381	0.756227164	0.742479288
EG10289	0.193436143	0.465594093	0.467213317	0.326865713	0.344765609	0.522923219	0.287768516	0.369836282	0.547601594	0.518882764	0.746308564	0.793779436	0.800529807	0.757130385	0.795388759	0.743028832	0.743196589	0.805121089	0.789331805	0.752434152
EG10290	0.509568901	0.667743852	0.765649477	0.593572144	0.525246187	0.532694554	0.633015181	0.563700968	0.686569494	0.612558499	0.716489264	0.734535373	0.770971197	0.773420842	0.809687259	0.738140069	0.774386117	0.786982653	0.805149742	0.810482485
EG10291	0.003474277	0.191707061	0.331177177	0.050828745	0.038513401	0.080144964	0.061583212	0.018039176	0.289163104	0.13139186	0.528622381	0.510612034	0.651186019	0.739336861	0.613795621	0.856370235	0.527885504	0.566997518	0.817219285	0.762247603
EG10292	0.003501487	0.230891046	0.319070119	0.034791419	0.045451414	0.133715294	0.079510277	0.026175074	0.365458038	0.194383228	0.285174668	0.352680732	0.337017101	0.319609692	0.309051781	0.483041145	0.282684219	0.362086724	0.372314248	0.388133086
EG10295	0.009968649	0.205570546	0.048739426	0.019190674	0.025531393	0.136670969	0.076743018	0.006548038	0.320661107	0.09973638	0.429016418	0.35960637	0.580282267	0.633954617	0.420290141	0.670648176	0.419237739	0.442315863	0.613519571	0.517617582
EG10298	0.005311038	0.171281276	0.21430457	0.056897378	0.045779446	0.178284459	0.065767124	0.004734079	0.18834701	0.128449639	0.3061688	0.236911126	0.455863729	0.443861664	0.25416639	0.455101765	0.239466066	0.314340962	0.457887905	0.418624532
EG10299	0.001357342	0.136856068	0.206766138	0.083213245	0.026665329	0.120505062	0.082262992	0.015388528	0.153389563	0.143273653	0.388029964	0.230473433	0.384864228	0.515009217	0.294832074	0.384483921	0.24783147	0.228398913	0.432102856	0.419456589
EG10301	0.118953782	0.792257866	0.123259713	0.502965138	0.193130323	0.649818547	0.076658619	0.81328129	0.011983638	0.548942407	0.972204974	0.014197983	0.810682155	0.00370735	0.240454393	0.11099503	0.979958545	0.998586557	0.781853257	0.676498034
EG10302	0.010920531	0.441094082	0.397415383	0.085772002	0.111359256	0.285306621	0.180802104	0.031778612	0.488433238	0.329555986	0.252935451	0.20195747	0.314390219	0.343463954	0.254573771	0.346394296	0.223427377	0.273670988	0.438734251	0.160447054
EG10303	0.001396695	0.226854226	0.332090003	0.058639539	0.078499211	0.200177119	0.176487954	0.04593691	0.458311335	0.286335946	0.238823846	0.183110289	0.291378068	0.365017597	0.267735685	0.508003758	0.23110142	0.257011485	0.28349426	0.458864364
EG10304	0.006731798	0.141705298	0.125290701	0.024295552	0.038420262	0.121453128	0.070313827	0.013647805	0.237423194	0.169377097	0.274619709	0.199706278	0.25160143	0.341564929	0.234952158	0.484823287	0.299902807	0.248568347	0.356699088	0.377011192
EG10305	0.000924	0.175287211	0.065794636	0.019527191	0.020640379	0.023447753	0.032817919	0.015616321	0.168733375	0.093321396	0.390188361	0.307884426	0.369281363	0.495022543	0.312574073	0.651165595	0.310743248	0.311732482	0.473621913	0.545860128
EG10307	0.997175503	0.843623378	0.6693925	0.946880701	0.969081369	0.831411705	0.900942203	0.992187661	0.332934191	0.670412893	0.5398821	0.869533982	0.822575962	0.735586352	0.503692912	0.01888686	0.805857251	0.702301712	0.882027889	0.493617827
EG10308	0.302401338	0.342560213	0.345176693	0.284116544	0.215052602	0.329738596	0.316613354	0.235684234	0.514402598	0.344776219	0.368958259	0.137251979	0.26874992	0.255698543	0.195806999	0.316182999	0.213828326	0.239982449	0.168058065	0.420786396
EG10310	0.807089289	0.705486284	0.743112103	0.725660808	0.837589632	0.763397947	0.822132559	0.874076212	0.667014308	0.641687506	0.293800543	0.291811739	0.322708278	0.35976443	0.272379858	0.110811224	0.200718632	0.130777099	0.169832044	0.386707308
EG10311	0.811294776	0.619416064	0.697029322	0.735927424	0.859716358	0.766728257	0.810286557	0.902988263	0.733075321	0.666269751	0.747195901	0.716847896	0.641629162	0.728861755	0.483602315	0.415653519	0.561614703	0.565036546	0.579265743	0.752567059
EG10312	0.395704659	0.04618881	0.330266626	0.223930692	0.354531138	0.307375732	0.405597632	0.455359193	0.573596613	0.29319947	0.321810484	0.166997744	0.383066581	0.24896907	0.004361133	0.107814014	0.105473834	0.082286745	0.071399847	0.243801019
EG10313	0.814306831	0.631742893	0.664999384	0.787802351	0.818859706	0.795737858	0.763449877	0.897471663	0.627085582	0.666532223	0.755358662	0.719459379	0.624069398	0.798216223	0.483868092	0.425925183	0.497503052	0.411682672	0.480985257	0.763330427
EG10314	0.870342112	0.707195409	0.718856173	0.762378889	0.841728888	0.764173429	0.84021571	0.908500836	0.714236204	0.669306027	0.765612662	0.674169336	0.709793327	0.773211927	0.496665983	0.424765832	0.58960852	0.556871544	0.49170366	0.719351038
EG10315	0.823792122	0.631927917	0.733003408	0.735539636	0.798382281	0.809351812	0.807196537	0.92751146	0.639620737	0.659930843	0.710798468	0.688784922	0.608721481	0.751076262	0.476107123	0.375416873	0.552424611	0.514471541	0.579200882	0.736319699
EG10317	0.871648202	0.762081058	0.711460296	0.826641374	0.883670126	0.785972557	0.817560284	0.882610031	0.455194069	0.635112128	0.549949425	0.624299849	0.58125068	0.545916016	0.44826113	0.3161475	0.661256595	0.463910952	0.64250732	0.451482628
EG10318	0.989109989	0.353630573	0.920361175	0.899195267	0.875659502	0.527891792	0.752143776	0.918848498	0.778275912	0.98003679	0.981406033	0.966740075	0.729471686	0.462570266	0.96508656	0.57885763	0.935084987	0.962418897	0.548297803	0.73331161
EG10319	0.249366557	0.413383068	0.120065197	0.146748854	0.457469136	0.185469902	0.218206568	0.410670213	0.107961705	0.107695708	0.134634907	0.471718071	0.249169038	0.260065261	0.399046024	0.117564538	0.167146132	0.326530896	0.18649578	0.118495953
EG10320	0.256875897	0.608679163	0.309245142	0.221217423	0.574331621	0.321980931	0.332513523	0.609677546	0.1910317	0.233596642	0.096944651	0.438426325	0.158425022	0.260689313	0.349344779	0.048074317	0.192239894	0.286564396	0.139136872	0.171763839
EG10321	0.677851853	0.795951595	0.541217253	0.477866333	0.822743662	0.622857501	0.513501615	0.755400964	0.390357032	0.537333788	0.785278982	0.921204357	0.694785984	0.759953386	0.852921699	0.6047189	0.731665137	0.786392266	0.774538137	0.735306036
EG10322	0.643901902	0.822689576	0.475072734	0.490549243	0.755338899	0.624437757	0.643621933	0.80690216	0.375533172	0.49304407	0.506466373	0.749685714	0.465006964	0.641202923	0.733256202	0.401303527	0.573098669	0.620788203	0.420643016	0.512046805
EG10323	0.546589386	0.726290582	0.540008725	0.542564181	0.766635388	0.668361773	0.506170169	0.825911942	0.422337174	0.51841796	0.40500778	0.308918986	0.357915647	0.361858783	0.2852768	0.318412211	0.303530216	0.281290783	0.2748966	0.323830645
EG10324	0.601507035	0.781886503	0.588012823	0.527392494	0.750973303	0.614607963	0.699718924	0.849805514	0.461253195	0.548015904	0.330170098	0.765757428	0.358033762	0.457710457	0.615255194	0.315567945	0.528923022	0.582278923	0.404246717	0.451957198
EG10325	0.409437271	0.459765274	0.001734581	0.777432416	0.316357447	0.653120155	0.304998384	0.882407004	0.580653196	0.350014592	0.827457086	0.051834702	0.413291141	0.849706577	0.709434138	0.355520132	0.440591596	0.327614589	0.72991755	0.857212243
EG10330	0.370893083	0.367429307	0.146531033	0.407911877	0.694646576	0.377458339	0.494585514	0.560171952	0.382315939	0.323479859	0.257637735	0.127768284	0.363031659	0.352742619	0.303433272	0.403525301	0.380075556	0.215996199	0.282242621	0.276690871
EG10331	0.463796157	0.371867956	0.191197544	0.417549171	0.733547481	0.378994139	0.494536567	0.549593119	0.38491885	0.373027279	0.205075508	0.346282677	0.158595663	0.093850101	0.258326862	0.15905206	0.132269562	0.279134547	0.224095793	0.203128755
EG10332	0.518228396	0.343837775	0.139931089	0.445083347	0.769504823	0.397596834	0.462538983	0.620118988	0.526265153	0.355015343	0.280358668	0.159535899	0.216082351	0.29032842	0.27986808	0.279999896	0.268412717	0.229397786	0.206586563	0.198932548
EG10333	0.513499354	0.372651949	0.07992709	0.3495961	0.717034738	0.434940548	0.407464329	0.544951097	0.3068261	0.31790713	0.328269834	0.247224811	0.303178962	0.445930047	0.225997823	0.22360637	0.36088955	0.237294592	0.264350225	0.354359803
EG10336	0.060139093	0.847618902	0.000929	0.460448359	0.208956739	0.478762216	0.027368393	0.010669882	0.636578208	0.253024834	0.505960433	0.337634544	0.249558467	0.236336064	0.19085426	0.016835196	0.211379595	0.074395455	0.445246426	0.041200552
EG10337	0.069709558	0.845387387	0.003055622	0.35098476	0.335372891	0.52043248	0.017861106	0.014025179	0.626604536	0.292342214	0.555526487	0.411792792	0.391226389	0.217411197	0.196410435	0.001675446	0.362176505	0.115787675	0.432359841	0.097587201
EG10338	0.771712293	0.067289818	0.989584027	0.448838757	0.630125136	0.31477484	0.952562469	0.973286936	0.210258739	0.623663885	0.238625579	0.334605439	0.376203576	0.59283509	0.704996045	0.977576587	0.512396978	0.687536317	0.33264195	0.816074256
EG10339	0.968876206	0.876952034	0.884889509	0.886557086	0.924812616	0.864417549	0.955438245	0.947379257	0.726357324	0.656847902	0.651750556	0.602365682	0.653894016	0.574154361	0.627829238	0.517503539	0.726860578	0.761760196	0.737118931	0.703331194
EG10342	0.969297737	0.878648494	0.830752573	0.878832577	0.932181125	0.872562017	0.949598144	0.949189025	0.738875899	0.708342558	0.18549249	0.121072349	0.147894077	0.054251666	0.144030541	0.424846782	0.172353243	0.235052706	0.140122606	0.154710193
EG10347	0.981176121	0.888928506	0.925350187	0.899008518	0.912989231	0.891388075	0.959354585	0.967446764	0.735206478	0.758078453	0.486854125	0.314395268	0.355299701	0.270014041	0.422843437	0.602631856	0.335304467	0.522396682	0.252361925	0.58309523
EG10348	0.993959956	0.799566674	0.570581766	0.888803723	0.95183486	0.775794983	0.83489396	0.988545541	0.270425324	0.545495978	0.527297952	0.903787044	0.862797523	0.736802586	0.649814803	0.106509257	0.856447462	0.677051661	0.913431924	0.614956585
EG10349	0.99701014	0.923135533	0.719011001	0.935407103	0.97288939	0.862079208	0.905564998	0.993529987	0.590825383	0.671485987	0.416501348	0.894221996	0.850068643	0.67331067	0.497562407	0.019061749	0.664074389	0.582790668	0.838057322	0.387087658
EG10350	0.994062669	0.885180333	0.607358085	0.882199859	0.946719759	0.792055987	0.874435793	0.98791953	0.402857524	0.530942282	0.427885357	0.099071994	0.083245317	0.217802776	0.449295132	0.893194263	0.096175579	0.313056569	0.066129323	0.472205287
EG10351	0.993465214	0.856544671	0.489156922	0.873597556	0.9554451	0.766222346	0.871839503	0.98851257	0.421318024	0.577924651	0.552505909	0.925692066	0.898056614	0.755276981	0.63856846	0.059746483	0.846733212	0.651498365	0.893053859	0.556094099
EG10352	0.994408187	0.853956893	0.637167836	0.877218579	0.944889706	0.820871609	0.867094388	0.991573183	0.491368042	0.601138816	0.594286892	0.93275531	0.937725368	0.813731042	0.721228814	0.158622704	0.903721096	0.733715088	0.933503321	0.616394329
EG10353	0.993633399	0.826896526	0.462204723	0.869880953	0.927512009	0.720593934	0.801462059	0.985455818	0.327494065	0.402507647	0.471479807	0.848583362	0.814582372	0.650646138	0.490216987	0.069299337	0.762521738	0.482876739	0.863056855	0.422527048
EG10355	0.995561887	0.84624315	0.653833469	0.913132423	0.951772884	0.814047705	0.860929637	0.990228138	0.332162038	0.560450572	0.589177372	0.910420909	0.927941939	0.738206376	0.654028783	0.111260293	0.824594618	0.700464801	0.93023244	0.507146642
EG10356	0.168587122	0.067226159	0.502472637	0.060211172	0.162451944	0.053709366	0.190583771	0.060027909	0.110145438	0.185349777	0.011790651	0.53610921	0.190183978	0.022163529	0.017099513	0.115366595	0.144931252	0.1084801	0.069474307	0.022149966
EG10357	0.526579533	0.350554263	0.127051241	0.475347634	0.66446535	0.408777774	0.523970538	0.517328757	0.309585754	0.333634433	0.217751674	0.245660903	0.227988043	0.302065719	0.269510939	0.182223212	0.305230608	0.217358579	0.194079798	0.186232979
EG10358	0.224210231	0.102418564	0.495720125	0.122319904	0.239309846	0.062119702	0.15060173	0.104954634	0.035635525	0.100620774	0.14809216	0.292214175	0.226817934	0.10930428	0.240140576	0.108577605	0.276993976	0.296007382	0.170394493	0.105162334
EG10359	0.994372861	0.670400124	0.722038812	0.923733213	0.910249116	0.758290767	0.836448496	0.962760905	0.596651089	0.729494529	0.559337307	0.622788651	0.431556754	0.373320181	0.540865959	0.412529747	0.555197651	0.573263303	0.396292318	0.366578102
EG10361	0.301121845	0.282020126	0.201231902	0.175094296	0.377350784	0.279710565	0.358230385	0.365579576	0.215915224	0.288424433	0.178818221	0.465901963	0.24855148	0.524629942	0.216364286	0.122079843	0.306957168	0.196595283	0.321489434	0.250836307
EG10362	0.024491996	0.035295738	0.06951898	0.006472845	0.013766291	0.047201001	0.038378818	0.040881637	0.009749213	0.032741935	0.06723519	0.02282869	0.040003751	0.10509897	0.095433464	0.011349794	0.078482814	0.032013924	0.075852407	0.023586662
EG10363	0.032905315	0.044015043	0.021972633	0.021205419	0.019549942	0.052200467	0.02879862	0.031658047	0.066178155	0.044960702	0.020098929	0.021410104	0.031251435	0.071526405	0.064692993	0.024502017	0.120304266	0.062745883	0.017667343	0.055302422
EG10364	0.349547521	0.167970148	0.559911809	0.970926228	0.625886871	0.452120964	0.947508899	0.514589368	0.769613421	0.384486886	0.713680753	0.881330732	0.364045818	0.06899305	0.318660546	0.450262113	0.128269891	0.308373513	0.391379667	0.666025462
EG10365	0.631698195	0.651436793	0.303760339	0.420594423	0.560218301	0.43823483	0.323240119	0.604357874	0.195023182	0.361946635	0.236500253	0.375784789	0.530525659	0.519840105	0.251655104	0.027477214	0.576134971	0.363938747	0.528900051	0.197829534
EG10366	0.026511471	0.03398368	0.028813429	0.006205715	0.03362957	0.059671838	0.03274866	0.010125307	0.010203517	0.03770525	0.062899892	0.053807873	0.041561285	0.098721755	0.097673571	0.016751197	0.060894476	0.084254209	0.054487806	0.049637083
EG10367	0.328110871	0.383163467	0.531610831	0.662451566	0.324776599	0.445719794	0.311048957	0.442247634	0.50776146	0.60461819	0.277613662	0.048923704	0.179500162	0.03188305	0.128465875	0.095789723	0.277281892	0.12919856	0.087187335	0.145443905
EG10368	0.402176206	0.734272601	0.264550774	0.571903211	0.436654809	0.539639873	0.396079783	0.413537245	0.255624728	0.262886097	0.345294058	0.570548095	0.543395093	0.341928434	0.274997532	0.045426482	0.458134168	0.282909104	0.70323763	0.197908993
EG10369	0.433271765	0.546910523	0.531850753	0.558916094	0.510818611	0.549423055	0.475726307	0.576615778	0.501272024	0.59003703	0.422908606	0.194224454	0.203158552	0.334597246	0.367242405	0.482054375	0.293107489	0.27455603	0.14955317	0.361571672
EG10371	0.370162978	0.174922222	0.188293562	0.39230166	0.27890932	0.114766762	0.638431158	0.342821551	0.31110691	0.260157511	0.646623382	0.603671802	0.311205337	0.301133351	0.46707081	0.136821664	0.438580066	0.181613838	0.155173673	0.23164178
EG10372	0.034269484	0.020897102	0.064775172	0.045687102	0.078008825	0.040271223	0.1805303	0.00889875	0.182778318	0.017386262	0.032697842	0.207705519	0.046160949	0.41875663	0.329673072	0.414278155	0.009508563	0.033457307	0.075480231	0.147994404
EG10377	0.99565689	0.826987565	0.628835195	0.920536466	0.95967832	0.828832241	0.84040809	0.991437846	0.27928235	0.711475298	0.252146559	0.563206239	0.563983881	0.47981729	0.265322726	0.063539537	0.515439491	0.304238469	0.558564964	0.295270799
